,text,VP,cfg,good_cplx,good_mood,syntx_score,good_intent_syntx,intent,intendeed,ORG,NORP,DATE,known_words
295,What foreign exchange rate will I get on weekdays and on the weekends?,,,,,,,,,,,,
296,What is the exchange looking like?,,,,,,,,,,,,
297,How is the exchange rate doing?,,,,,,,,,,,,
298,I would like to know how exchange rates are calculated when transferring funds.,,,,,,,,,,,,
299,I would like to know what exchange rates you use?,,,,,,,,,,,,
300,"If I need to cash foreign transfers, how does that work?",,,,,,,,,,,,
301,Do you know what your exchange rates are?,,,,,,,,,,,,
302,How do I know what exchange rate I will get?,,,,,,,,,,,,
303,What are you exchange rates?,,,,,,,,,,,,
304,Do you have the best exchange rate?,,,,,,,,,,,,
305,Where can I find your exchange rates?,,,,,,,,,,,,
306,Your exchange rates come from where?,,,,,,,,,,,,
307,I need to know what your exchange rates are.,,,,,,,,,,,,
308,What's the process for exchanges?,,,,,,,,,,,,
309,What do you think of the exchange rate?,,,,,,,,,,,,
310,How are exchange rates calculated at this bank?,,,,,,,,,,,,
311,What do you use to figure out the exchange rate for the card?,,,,,,,,,,,,
312,What's the foreign exchange rate I will receive?,,,,,,,,,,,,
313,I need to know what foreign exchange rate I can get.,,,,,,,,,,,,
314,What are the current exchange rates?,,,,,,,,,,,,
315,What exchange rate will I receive?,,,,,,,,,,,,
316,What is the basis of your exchange rates?,,,,,,,,,,,,
317,How's the exchange rate?,,,,,,,,,,,,
318,How do you determine your exchange rates?,,,,,,,,,,,,
319,How do the foreign exchange rates work?,,,,,,,,,,,,
320,Where are you getting your exchange rates from?,,,,,,,,,,,,
321,How is the exchange rate calculated?,,,,,,,,,,,,
322,I'm interested in what your exchange rates are based on.,,,,,,,,,,,,
323,How do you decide what the exchange rates are?,,,,,,,,,,,,
324,What is the current exchange rate?,,,,,,,,,,,,
325,What is the formula for your exchange rate?,,,,,,,,,,,,
326,What method do you use for the exchange rate?,,,,,,,,,,,,
327,What are Interbanks current exchange rates?,,,,,,,,,,,,
328,from where are coming your exchange rates?,,,,,,,,,,,,
329,How do you calculate exchange rates?,,,,,,,,,,,,
330,Why is your exchange rate different on different days?,,,,,,,,,,,,
331,Where can I find the exchange rate for my transfer?,,,,,,,,,,,,
332,Where can I get your exchange rates from?,,,,,,,,,,,,
333,How do you find the exchange rate?,,,,,,,,,,,,
334,How are exchange rates determined?,,,,,,,,,,,,
335,What value can I get for my currency?,,,,,,,,,,,,
336,Please explain your exchange rate policy.,,,,,,,,,,,,
337,What are your exchange rates calculated from?,,,,,,,,,,,,
338,What is an exchange rate?,,,,,,,,,,,,
339,What is your opinion on the exchange rate?,,,,,,,,,,,,
340,What are the exchange rates you assign?,,,,,,,,,,,,
341,How do you determine exchange rates?,,,,,,,,,,,,
342,How are your exchange rates calculated?,,,,,,,,,,,,
343,How is an exchange rate calculated?,,,,,,,,,,,,
344,"When exchanging, how much are the rates?",,,,,,,,,,,,
345,What is the exchange rate for EUR?,,,,,,,,,,,,
346,How can I find your exchange rates?,,,,,,,,,,,,
347,Could you please tell me your exchange rates?,,,,,,,,,,,,
348,Is there an exchange rate?,,,,,,,,,,,,
349,How does the exchange rate work?,,,,,,,,,,,,
350,What is the present state of the exchange rate?,,,,,,,,,,,,
351,How are foreign exchange rates determined?,,,,,,,,,,,,
352,How's the exchange rate looking right now?,,,,,,,,,,,,
353,Please explain the exchange rates.,,,,,,,,,,,,
354,What is the foreign exchange rate you will apply?,,,,,,,,,,,,
355,explain the interbank exchange rate,,,,,,,,,,,,
356,What will my exchange rate be?,,,,,,,,,,,,
357,how do you get exchange rates,,,,,,,,,,,,
358,What exchange rates do you use?,,,,,,,,,,,,
359,How will I know what the exchange rate is?,,,,,,,,,,,,
360,What factors effect the exchange rate?,,,,,,,,,,,,
361,Where does the exchange rate stand right now?,,,,,,,,,,,,
362,I'd like to know what the foreign exchange rate will be.,,,,,,,,,,,,
363,Does the exchange rate change?,,,,,,,,,,,,
364,How do your exchange rates factor in?,,,,,,,,,,,,
365,Will I know which exchange rate I will get?,,,,,,,,,,,,
366,How do I know what the exchange rate will be when I make an exchange.,,,,,,,,,,,,
367,Is the exchange rate the same on weekends as the weekdays?,,,,,,,,,,,,
368,How do you do exchanges?,,,,,,,,,,,,
369,On what do you base your exchange rates?,,,,,,,,,,,,
370,How do you come up with your exchange rate,,,,,,,,,,,,
371,What factors determine your exchange rate?,,,,,,,,,,,,
372,How are the exchange rates determined?,,,,,,,,,,,,
373,I would like to know what your exchange rates are.,,,,,,,,,,,,
374,Is the exchange rate current?,,,,,,,,,,,,
375,What are the exchange rates?,,,,,,,,,,,,
376,How much are the rates of exchange?,,,,,,,,,,,,
377,How do you decide what your exchange rates are?,,,,,,,,,,,,
378,Your exchange rates are coming from where?,,,,,,,,,,,,
379,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?,,,,,,,,,,,,
380,How are the exchange rates for transfers calculated?,,,,,,,,,,,,
381,How do I know how much money I will have when I travel abroad?,,,,,,,,,,,,
382,How do you do currency exchanges?,,,,,,,,,,,,
383,Can you explain your exchange rates basis?,,,,,,,,,,,,
384,How did you guys get your exchange rate?,,,,,,,,,,,,
385,Can you tell me your exchange rates?,,,,,,,,,,,,
386,Could you tell me what your exchange rates are?,,,,,,,,,,,,
387,Does this app have the same exchange rate as third parties?,,,,,,,,,,,,
388,what are your exchange rates at?,,,,,,,,,,,,
389,How is the current exchange rate?,,,,,,,,,,,,
390,What is the system for determining the exchange rate?,,,,,,,,,,,,
391,I am travelling and I was wondering what your exchange rates are,,,,,,,,,,,,
392,How can I tell what foreign exchange rate I will get?,,,,,,,,,,,,
393,Tell me your opinion on the exchange rate.,,,,,,,,,,,,
394,I'd like to know what you guys look at to decide an exchange rate,,,,,,,,,,,,
395,How does the exchange rate work on this app?,,,,,,,,,,,,
396,where do you find your exchange rates?,,,,,,,,,,,,
397,I want to know your exchange rates.,,,,,,,,,,,,
398,What exchange rate is it?,,,,,,,,,,,,
399,What is the source of your exchange rates?,,,,,,,,,,,,
400,i need to know about exchange rates,,,,,,,,,,,,
401,Where do you get those exchange rates?,,,,,,,,,,,,
402,How do you determine the exchange rate?,,,,,,,,,,,,
403,What foreign exchange rate will I get?,,,,,,,,,,,,
404,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?",,,,,,,,,,,,
405,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",,,,,,,,,,,,
406,I think the currency exchange that's been applied is wrong.,,,,,,,,,,,,
407,The exchange rate I was charged for a purchase was not right.,,,,,,,,,,,,
408,Can you please explain why the exchange rate for the item I bought is wrong?,,,,,,,,,,,,
409,I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,,,,,,,,,,,,
410,My payment has an incorrect exchange rate.,,,,,,,,,,,,
411,my exchange rate looks wrong for my last payment,,,,,,,,,,,,
412,The exchange rate you are using is bad.This can't be the official interbank exchange rate.,,,,,,,,,,,,
413,I was charged the wing amount for an item.,,,,,,,,,,,,
414,the exchange rate on my payment was wrong,,,,,,,,,,,,
415,Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,,,,,,,,,,,,
416,An incorrect exchange rate was applied to an item I bought.,,,,,,,,,,,,
417,The exchange rate was incorrect for an item I bought.,,,,,,,,,,,,
418,The exchange rate on my payment doesn't look right,,,,,,,,,,,,
419,"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",,,,,,,,,,,,
420,This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,,,,,,,,,,,,
421,After purchasing an item I noticed the exchange rate was incorrect.,,,,,,,,,,,,
422,The amount of exchange was not correct for the item i bought.,,,,,,,,,,,,
423,The exchange rate from my card payment isn't right.,,,,,,,,,,,,
424,My exchange rate isn't correct.,,,,,,,,,,,,
425,Why was the exchange rate so wrong when I bought something!,,,,,,,,,,,,
426,My exchange rate was wrong for an Item I bought!,,,,,,,,,,,,
427,I was using a foreign currecy to make a payment and the applied the wrong rate.,,,,,,,,,,,,
428,The exchange rate was incorrect for this item I bought.,,,,,,,,,,,,
429,I purchased something overseas and the incorrect exchange rate was applied.,,,,,,,,,,,,
430,The exchange rate is incorrect for my payment.,,,,,,,,,,,,
431,The item i bought exchanged rate was incorrect.,,,,,,,,,,,,
432,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,,,,,,,,,,,,
433,I bought something in another country but the exchange rate is wrong,,,,,,,,,,,,
434,I bought an item and the exchange rate was wrong.,,,,,,,,,,,,
435,Exchange rate for my card payment is wrong,,,,,,,,,,,,
436,the exchange rate at which my card payment is at is wrong,,,,,,,,,,,,
437,There was a problem with the exchange rate on a purchase.,,,,,,,,,,,,
438,"I recently purchased something, and the exchange rate was wrong.",,,,,,,,,,,,
439,What if there is an error on the exchange rate?,,,,,,,,,,,,
440,Why is my exchange rate wrong?,,,,,,,,,,,,
441,Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,,,,,,,,,,,,
442,I used foreign currency to buy something and I think the rate applied is incorrect.,,,,,,,,,,,,
443,This exchange rate on my purchase is wrong.,,,,,,,,,,,,
444,Why is your exchange rate so bad?,,,,,,,,,,,,
445,The exchange rate looks wrong on a holiday purchase,,,,,,,,,,,,
446,"I purchased something abroad, and the exchange rate that was applied was wrong.",,,,,,,,,,,,
447,I bought something and I take issue with the exchange rate applied.,,,,,,,,,,,,
448,I think there has been a mistake on my exchange rate for this purchase.,,,,,,,,,,,,
449,You did not give me the correct exchange rate for an item that I bought.,,,,,,,,,,,,
450,I checked on google and the exchange rate you are using is really bad. Can you update it?,,,,,,,,,,,,
451,"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",,,,,,,,,,,,
452,"In regards to my card payment, the exchange rate is incorrect.",,,,,,,,,,,,
453,I bough an item and the exchange rate was incorrect.,,,,,,,,,,,,
454,Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,,,,,,,,,,,,
455,I question today's exchange rate for rubles into pounds. I was hoping for a better return.,,,,,,,,,,,,
456,I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,,,,,,,,,,,,
457,My currency rate is inaccurate.,,,,,,,,,,,,
458,The currency exchange rate was wrong for a purchase I made.,,,,,,,,,,,,
459,I purchased something abroad and the incorrect exchange rate was applied.,,,,,,,,,,,,
460,Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,,,,,,,,,,,,
461,I was charged the wrong exchange rate on a purchase,,,,,,,,,,,,
462,Can you change the rate for the item I bought in a different currency as it is wrong?,,,,,,,,,,,,
463,The currency exchange for my purchase in foreign currency is incorrect.,,,,,,,,,,,,
464,I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,,,,,,,,,,,,
465,My foreign currency exchange has been applied incorrectly.,,,,,,,,,,,,
466,Why isn't my purchase exchange rate correct?,,,,,,,,,,,,
467,I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,,,,,,,,,,,,
468,"I purchased something while traveling, and the exchange rate applied was wrong.",,,,,,,,,,,,
469,Why is the exchange rate different on my recent purchase?,,,,,,,,,,,,
470,The fee charged when I changed rubles into British pounds was too much.,,,,,,,,,,,,
471,I wasn't charged the correct exchange rate for an item I purchased.,,,,,,,,,,,,
472,Does the fee for exchange change?,,,,,,,,,,,,
473,The rate applied to my purchase in a foreign currency was wrong.,,,,,,,,,,,,
474,"I bought something while traveling, and the exchange rate was wrong.",,,,,,,,,,,,
475,something is wrong with my exchange rate charge,,,,,,,,,,,,
476,Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,,,,,,,,,,,,
477,It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,,,,,,,,,,,,
478,I bought an item then noticed the exchange rate was wrong.,,,,,,,,,,,,
479,The exchange rate applied is wrong for my international purchase.,,,,,,,,,,,,
480,My card payment had the wrong exchange rate,,,,,,,,,,,,
481,They used the wrong rate when I made a purchase with foreign currency.,,,,,,,,,,,,
482,Does the exchange rate change each day for purchases? There is a different rate on my purchase.,,,,,,,,,,,,
483,It seems that the rate I got is incorrect.,,,,,,,,,,,,
484,I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,,,,,,,,,,,,
485,Was I charged more than I should of been for a currency exchange?,,,,,,,,,,,,
486,What do i do if the exchange rate was wrong for the item i bought overseas?,,,,,,,,,,,,
487,My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,,,,,,,,,,,,
488,I have been overcharged. I just changed over Russian Ruble to UK pounds and it was too much. It seems something was wrong with my exchange.,,,,,,,,,,,,
489,What is your exchange rate between UK pounds and Russian rubles for my last transaction,,,,,,,,,,,,
490,I think there was an error in your exchange rate.,,,,,,,,,,,,
491,The exchange rate was not correct for the item I bought.,,,,,,,,,,,,
492,I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate?,,,,,,,,,,,,
493,My exchange seems to have something wrong with it. I changed over Russian Ruble to UK pounds and it appears I was charged way more than I was supposed to be.,,,,,,,,,,,,
494,The correct exchange rate wasn't given to me for an item I purchased.,,,,,,,,,,,,
495,"I bought something in another currency, but the exchange rate was incorrect.",,,,,,,,,,,,
496,the exchange rate is wrong from something I got in another country,,,,,,,,,,,,
497,"The exchange rate given to me after a purchase, was incorrect",,,,,,,,,,,,
498,My card payment has the wrong exchange rate,,,,,,,,,,,,
499,I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,,,,,,,,,,,,
500,Why is the exchange rate different from what I expected?,,,,,,,,,,,,
501,The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,,,,,,,,,,,,
502,Please check the exchange rate for my payment last Saturday. I believe I have been overcharged.,,,,,,,,,,,,
503,Why was I charged extra on my last UK pound to Russian ruble exchange?,,,,,,,,,,,,
504,The wrong exchange rate was used when I purchased an item.,,,,,,,,,,,,
505,Why was the wrong rate applied when I bought something in a different currency?,,,,,,,,,,,,
506,I bought something abroad and the exchange rate applied is wrong,,,,,,,,,,,,
507,An item I bought had the wrong exchange rate applied.,,,,,,,,,,,,
